restaurant_name,restaurant_type,rating,num_ratings,cost_for_two,online_order,table booking,cuisine_type,area,local_address,cost_per_person,rating_category
The Baker'S,"Bakery, Quick Bites",2.4,32,500.0,No,No,"Bakery, Fast Food",Hsr,Hsr,250.0,Low
The Bakery World,Bakery,3.2,5,250.0,No,No,"Bakery, Desserts",Church Street,Frazer Town,125.0,Average
The Banana Kick,Cafe,3.3,8,600.0,Yes,No,"Cafe, Beverages",Malleshwaram,New Bel Road,300.0,Average
The Bangalore Cafe,Casual Dining,4.1,473,800.0,No,Yes,"Modern Indian, North Indian, Pizza, Continental, Beverages",Brigade Road,Shanti Nagar,400.0,Excellent
The Bao Belly,Cafe,3.3,9,400.0,No,No,Cafe,Residency Road,Residency Road,200.0,Average
The Bar Stock Exchange,"Pub, Casual Dining",4.2,634,1300.0,No,No,"Continental, Chinese, North Indian, Finger Food",Lavelle Road,St. Marks Road,650.0,Excellent
The Bar Therapy,Bar,2.8,40,800.0,No,No,"Continental, Chinese",Hsr,Koramangala 1St Block,400.0,Low
The Barn - Bar & Kitchen,Pub,4.2,240,1500.0,No,Yes,"American, North Indian, Chinese",Brigade Road,Brigade Road,750.0,Excellent
The Bawarchi,Casual Dining,2.5,256,1050.0,Yes,No,"North Indian, Chinese",Kammanahalli,Banaswadi,525.0,Low
The Beer Cafe,Pub,4.1,673,1400.0,Yes,Yes,"Finger Food, North Indian, Chinese, Italian",Whitefield,Whitefield,700.0,Excellent
The Beer Joint,Casual Dining,3.4,77,800.0,No,No,"North Indian, Chinese",Indiranagar,Indiranagar,400.0,Average
The Bel St.,"Cafe, Casual Dining",3.9,523,1100.0,No,No,"Cafe, Italian, American, Continental",New Bel Road,New Bel Road,550.0,Average
The Belgian Waffle Co.,Dessert Parlor,3.7,15,350.0,Yes,No,"Desserts, Beverages",New Bel Road,Sahakara Nagar,175.0,Average
The Belgian Waffle Company,Dessert Parlor,3.9,48,250.0,Yes,No,Desserts,Brookefield,Brookefield,125.0,Average
The Bengal Rasoi,Delivery,3.2,5,350.0,No,No,Bengali,Marathahalli,Kaggadasapura,175.0,Average
The Bengaluru Brasserie - Hyatt Centric Mg Road,Casual Dining,4.1,117,2000.0,No,Yes,"Continental, Asian, North Indian, South Indian",Brigade Road,Ulsoor,1000.0,Excellent
The Bier Library,"Microbrewery, Casual Dining",4.3,552,2000.0,Yes,Yes,"Continental, North Indian, Pizza, Bbq",Koramangala 4Th Block,Koramangala 6Th Block,1000.0,Excellent
The Biere Club,"Pub, Microbrewery",4.3,2283,1700.0,No,Yes,"Continental, Bbq, Finger Food",Whitefield,Whitefield,850.0,Excellent
The Big Barbeque,Casual Dining,4.7,524,1500.0,No,Yes,"Bbq, North Indian, Continental, Chinese",Electronic City,Electronic City,750.0,Excellent
The Big Bellyz,Quick Bites,3.9,105,300.0,Yes,No,"Fast Food, Beverages, Momos",Malleshwaram,Malleshwaram,150.0,Average
The Big Grill,Quick Bites,3.4,9,400.0,No,No,"North Indian, Chinese, Mughlai",Marathahalli,Marathahalli,200.0,Average
The Big O Bakes,Bakery,4.0,66,300.0,No,No,"Bakery, Desserts",Banashankari,Banashankari,150.0,Average
The Big Spoon,Casual Dining,3.8,45,750.0,Yes,No,"North Indian, Mughlai",Brookefield,Whitefield,375.0,Average
The Bigman'S Cafe,"Takeaway, Delivery",3.7,31,450.0,No,No,"North Indian, Chinese",Hsr,Hsr,225.0,Average
The Biriyani Factory,Quick Bites,3.1,29,500.0,Yes,No,"North Indian, Biryani",Bannerghatta Road,Btm,250.0,Average
The Biriyani Pedia,Quick Bites,3.9,55,300.0,Yes,No,Biryani,Basavanagudi,Btm,150.0,Average
The Biryani Cafe,Quick Bites,4.1,520,300.0,No,No,"Biryani, Chinese, Kebab",Banashankari,Banashankari,150.0,Excellent
The Biryani Culture,Food Court,3.2,9,500.0,Yes,No,North Indian,Malleshwaram,Malleshwaram,250.0,Average
The Biryani Palace,Quick Bites,3.0,12,500.0,Yes,No,"Biryani, Andhra",Hsr,Hsr,250.0,Low
The Biryani Paradise,Quick Bites,3.8,32,350.0,No,No,"Biryani, South Indian",Brigade Road,Richmond Road,175.0,Average
The Biryani Story,Casual Dining,4.4,76,600.0,No,No,"Biryani, North Indian, Chinese, Mughlai","Byresandra,Tavarekere,Madiwala",Btm,300.0,Excellent
The Biryanis,Casual Dining,3.8,426,500.0,Yes,No,"Andhra, Biryani, North Indian",Indiranagar,Jeevan Bhima Nagar,250.0,Average
The Bite Club,Food Truck,3.6,23,400.0,No,No,"American, Goan",Indiranagar,East Bangalore,200.0,Average
The Black Pearl,"Casual Dining, Bar",4.7,10413,1400.0,No,Yes,"North Indian, European, Mediterranean","Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block,700.0,Excellent
The Black Rabbit,"Bar, Casual Dining",4.3,4187,1500.0,No,Yes,"Continental, Salad, Burger, Finger Food, Pizza",Indiranagar,Indiranagar,750.0,Excellent
The Blackboard Bakery,"Cafe, Bakery",3.7,90,1000.0,No,Yes,"Cafe, Bakery, Continental",Church Street,Lavelle Road,500.0,Average
The Blue Bawarchi,Quick Bites,3.6,34,300.0,Yes,No,"Chinese, Oriya, North Indian, Bengali",Kalyan Nagar,Nagawara,150.0,Average
The Blue Wagon - Kitchen,Cafe,4.6,228,400.0,Yes,No,"Cafe, Beverages",Banashankari,Jayanagar,200.0,Excellent
The Bong,Quick Bites,3.1,38,300.0,No,No,"Bengali, North Indian",Lavelle Road,Frazer Town,150.0,Average
The Bong Palate,Quick Bites,3.8,58,300.0,Yes,No,"Bengali, North Indian, Chinese",Bannerghatta Road,Btm,150.0,Average
The Boozy Griffin,"Casual Dining, Pub",4.6,4947,1800.0,No,Yes,"European, Continental","Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block,900.0,Excellent
The Breakfast Club,Delivery,3.9,90,400.0,No,No,"Continental, South Indian, North Indian",Electronic City,Electronic City,200.0,Average
The Breakfast Truck,Quick Bites,3.8,64,550.0,No,No,Continental,Koramangala 4Th Block,Koramangala 6Th Block,275.0,Average
The Breakfeast,"Takeaway, Delivery",3.4,10,200.0,No,No,"Continental, North Indian, South Indian",Hsr,Hsr,100.0,Average
The Brekkie Shop,Delivery,3.7,57,300.0,Yes,No,"Healthy Food, Sandwich",Indiranagar,Indiranagar,150.0,Average
The Brew - Aurick Boutique Hotel,Casual Dining,3.1,16,700.0,No,No,"North Indian, South Indian, Chinese, Grill",Jayanagar,Jp Nagar,350.0,Average
The Brewing Bean,Cafe,3.7,47,500.0,No,No,Cafe,Bellandur,Bellandur,250.0,Average
The Bridge Walk Cafe,Cafe,3.7,44,500.0,Yes,No,"Cafe, Continental",Kalyan Nagar,Kengeri,250.0,Average
The Buffet Table,Casual Dining,2.8,40,1200.0,No,Yes,"North Indian, Pan Asian, Chinese, Italian, Continental, South Indian",Hsr,Hsr,600.0,Low
The Bundle Co.,Quick Bites,4.4,222,700.0,Yes,No,"Burger, Continental, Italian, Beverages",Brigade Road,Mg Road,350.0,Excellent
The Burger Place,Quick Bites,3.8,26,400.0,Yes,No,"Burger, Continental, Fast Food","Byresandra,Tavarekere,Madiwala",Koramangala 1St Block,200.0,Average
The CafãÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© @ Saanchi,Cafe,4.0,30,800.0,No,No,Cafe,Brigade Road,Richmond Road,400.0,Average
The CafãÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© @ Saanchi,Cafe,4.0,31,800.0,No,No,Cafe,Lavelle Road,Richmond Road,400.0,Average
The Cafe Nuts And Bolts,Cafe,3.0,28,500.0,Yes,No,"Cafe, Fast Food, Chinese",Jp Nagar,Kumaraswamy Layout,250.0,Low
The Cake City,"Quick Bites, Bakery",3.2,4,300.0,Yes,No,"Chinese, Continental, Desserts, Bakery",Basavanagudi,Shanti Nagar,150.0,Average
The Cake Factory,Bakery,3.4,4,300.0,No,No,Bakery,Rajajinagar,Rajajinagar,150.0,Average
The Cake House,Bakery,3.7,29,300.0,Yes,No,"Bakery, Desserts",Brigade Road,Ulsoor,150.0,Average
The Cake Lair,"Bakery, Quick Bites",2.8,40,600.0,No,No,"Bakery, Fast Food, Beverages",Electronic City,Electronic City,300.0,Low
The Cake Mart,Bakery,3.5,22,600.0,Yes,No,"Bakery, Desserts",Indiranagar,Old Airport Road,300.0,Average
The Cake Post,Bakery,3.4,12,900.0,No,No,"Bakery, Desserts",Old Airport Road,Old Airport Road,450.0,Average
The Cake Shop Mayura,Bakery,3.6,13,800.0,No,No,"Bakery, Desserts",Jayanagar,Jp Nagar,400.0,Average
The Cake Ville,"Bakery, Quick Bites",3.2,18,300.0,Yes,No,"Bakery, Desserts, Fast Food",Bannerghatta Road,Jp Nagar,150.0,Average
The Cake Zone,Bakery,2.8,40,200.0,No,No,Bakery,Bannerghatta Road,Jp Nagar,100.0,Low
The Caramelts Cafe,Cafe,4.1,226,800.0,No,No,"Cafe, Salad, Wraps, Beverages",Jayanagar,Jayanagar,400.0,Excellent
The Chaat Shop,Quick Bites,2.5,35,200.0,No,No,Fast Food,Basavanagudi,Basavanagudi,100.0,Low
The Chai Stop,Quick Bites,2.8,40,200.0,Yes,No,"Fast Food, Tea",Brookefield,Brookefield,100.0,Low
The Chameleon,Bar,4.1,163,1200.0,No,No,Finger Food,Electronic City,Electronic City,600.0,Excellent
The Charcoal Factory,Quick Bites,4.1,290,600.0,Yes,No,"Burger, Pizza, Momos",Brigade Road,Koramangala 6Th Block,300.0,Excellent
The Chariot,Quick Bites,2.9,50,350.0,Yes,No,"South Indian, North Indian, Chinese",Brigade Road,Brigade Road,175.0,Low
The Charlton Bar,Bar,3.3,4,1000.0,No,No,"Chinese, North Indian",Brigade Road,Residency Road,500.0,Average
The Cheesecake Corner,"Takeaway, Delivery",3.7,48,400.0,No,No,Desserts,"Byresandra,Tavarekere,Madiwala",Btm,200.0,Average
The Chef Couple,Casual Dining,3.4,17,750.0,No,No,"North Indian, Mughlai, Chinese",Sarjapur Road,Sarjapur Road,375.0,Average
The Chef'S Cake & Bakes,Dessert Parlor,2.8,40,800.0,Yes,No,Desserts,Brigade Road,Richmond Road,400.0,Low
The Chef'S Kitchen,Casual Dining,3.8,311,800.0,Yes,No,"Continental, North Indian, Chinese",Kalyan Nagar,Kalyan Nagar,400.0,Average
The Chefs Specials,"Takeaway, Delivery",2.8,40,400.0,Yes,No,"North Indian, Chinese, Mughlai",Whitefield,Whitefield,200.0,Low
The Chennai Express,Quick Bites,3.8,166,200.0,No,No,"South Indian, Chinese",Indiranagar,Indiranagar,100.0,Average
The Chervil,Casual Dining,4.1,232,1000.0,Yes,No,"North Indian, Continental",Jp Nagar,Jp Nagar,500.0,Excellent
The Chevron Brigade,Casual Dining,3.3,4,1200.0,No,No,"Fast Food, Biryani, Chinese",Lavelle Road,Brigade Road,600.0,Average
The Chinese Table,Casual Dining,3.0,13,400.0,Yes,No,"Chinese, Thai, Pan Asian",Kalyan Nagar,Nagawara,200.0,Low
The Chocolate Heaven,"Dessert Parlor, Cafe",2.8,40,600.0,No,No,"Desserts, Cafe",Brigade Road,Commercial Street,300.0,Low
The Chocolate Heaven - Cakes,"Dessert Parlor, Bakery",3.9,64,600.0,Yes,No,"Desserts, Bakery, Beverages",Kalyan Nagar,Kalyan Nagar,300.0,Average
The Chocolate Mansion,Delivery,3.4,8,250.0,No,No,Desserts,Malleshwaram,Sadashiv Nagar,125.0,Average
The Chocolate Room,Cafe,2.8,43,600.0,Yes,No,"Cafe, Beverages",Electronic City,Electronic City,300.0,Low
The Chocolatiers,Dessert Parlor,3.5,14,150.0,No,No,Desserts,Bannerghatta Road,Bannerghatta Road,75.0,Average
The Choux Box,"Takeaway, Delivery",3.5,11,300.0,No,No,"Desserts, Bakery",Koramangala 4Th Block,Koramangala 6Th Block,150.0,Average
The Coastal Crew By Fujian On 24Th,"Casual Dining, Bar",4.2,1028,1100.0,Yes,Yes,"Chinese, Thai, Seafood, North Indian, Momos",Bannerghatta Road,Jp Nagar,550.0,Excellent
The Coffee Bean & Tea Leaf,Cafe,3.0,38,700.0,Yes,No,"Cafe, Coffee",Whitefield,Whitefield,350.0,Low
The Coffee Shack,Cafe,4.2,164,500.0,Yes,Yes,"Cafe, Chinese, Continental, Italian",Banashankari,Banashankari,250.0,Excellent
The Colony Gastropub,"Casual Dining, Bar",4.1,512,1200.0,No,Yes,"Modern Indian, Continental",Hsr,Hsr,600.0,Excellent
The Combo House,Quick Bites,3.3,7,500.0,Yes,No,"Fast Food, North Indian",Brookefield,Whitefield,250.0,Average
The Coorg Food Co.,Casual Dining,4.3,473,750.0,Yes,Yes,South Indian,Kalyan Nagar,Kalyan Nagar,375.0,Excellent
The Corner - Hyatt Centric Mg Road,Cafe,2.8,40,1000.0,No,No,"Cafe, Desserts, Fast Food",Indiranagar,Ulsoor,500.0,Low
The Courtyard,Cafe,3.9,296,750.0,No,Yes,"Cafe, Italian",Brigade Road,Shanti Nagar,375.0,Average
The Cravery,Cafe,2.6,18,500.0,Yes,No,Cafe,"Byresandra,Tavarekere,Madiwala",Jp Nagar,250.0,Low
The Creek - The Den Bengaluru,Casual Dining,4.4,383,2000.0,No,Yes,"North Indian, Continental, Chinese",Whitefield,Whitefield,1000.0,Excellent
The Crunch,Beverage Shop,3.3,6,300.0,No,No,Beverages,Brookefield,Brookefield,150.0,Average
The Crust Factory,"Bakery, Cafe",3.5,11,400.0,Yes,No,"Bakery, Cafe, Desserts",Malleshwaram,Yeshwantpur,200.0,Average
The Cuboidal,Quick Bites,3.6,16,300.0,Yes,No,"Fast Food, Beverages, Sandwich",Bannerghatta Road,Btm,150.0,Average
The Culinarium,"Cafe, Dessert Parlor",3.7,19,1100.0,No,No,"Cafe, Desserts, Beverages",Brigade Road,Vasanth Nagar,550.0,Average
The Cupcake Story,Bakery,3.5,13,300.0,No,No,Bakery,Malleshwaram,Yeshwantpur,150.0,Average
The Curry Hut Plus,Casual Dining,3.4,116,400.0,Yes,No,"North Indian, South Indian, Chinese",Bannerghatta Road,Bannerghatta Road,200.0,Average
The Daily,Quick Bites,4.0,130,400.0,Yes,No,"Rajasthani, North Indian",Electronic City,Electronic City,200.0,Average
The Deagh,Quick Bites,3.7,58,500.0,No,No,"Chinese, North Indian, Arabian",Frazer Town,Frazer Town,250.0,Average
The Delhiwala'S Kitchen-Pure Veg,Quick Bites,2.8,40,200.0,Yes,No,North Indian,Brookefield,Brookefield,100.0,Low
The Deli - The Den Bengaluru,Bakery,3.7,23,600.0,Yes,No,"Bakery, Desserts",Brookefield,"Itpl Main Road, Whitefield",300.0,Average
The Denny'S,Casual Dining,3.7,91,900.0,No,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Jayanagar,450.0,Average
The Dessert Destination,Dessert Parlor,2.8,40,300.0,No,No,Desserts,Malleshwaram,Rajajinagar,150.0,Low
The Dhaba,Casual Dining,2.7,442,900.0,No,Yes,North Indian,Brookefield,Marathahalli,450.0,Low
The Difference,Casual Dining,2.7,18,600.0,Yes,No,"North Indian, Chinese, Arabian",Brookefield,Whitefield,300.0,Low
The Diner,Casual Dining,3.6,197,700.0,Yes,No,"North Indian, Chinese, Andhra, Biryani",Brookefield,Whitefield,350.0,Average
The Dining Table - Sahar Pavillion,"Casual Dining, Bar",3.7,74,1500.0,No,Yes,"Chinese, Continental, North Indian, Pizza, South Indian",Electronic City,Electronic City,750.0,Average
The Donut Baker,"Bakery, Dessert Parlor",3.0,31,150.0,No,No,Desserts,Brigade Road,Ulsoor,75.0,Low
The Dreamy Oven,Bakery,3.7,25,600.0,No,No,"Bakery, Salad",Sarjapur Road,Sarjapur Road,300.0,Average
The Druid Garden,"Microbrewery, Casual Dining",4.3,3077,1700.0,Yes,Yes,"Asian, Continental, European, North Indian, Mediterranean",New Bel Road,Sahakara Nagar,850.0,Excellent
The Duke Of Juices,"Food Court, Beverage Shop",3.3,8,200.0,Yes,No,Beverages,Malleshwaram,Yeshwantpur,100.0,Average
The Early Bell,Quick Bites,3.9,191,300.0,Yes,No,"North Indian, Chinese",Brookefield,Whitefield,150.0,Average
The Eatery - Four Points By Sheraton Bengaluru,Casual Dining,4.0,328,1700.0,No,Yes,"Continental, North Indian",Whitefield,Whitefield,850.0,Average
The Eatery Cafe & Restaurant,Casual Dining,3.8,60,800.0,No,No,Fast Food,Marathahalli,Marathahalli,400.0,Average
The Egg Factory,Casual Dining,4.0,136,750.0,Yes,No,"Continental, American","Byresandra,Tavarekere,Madiwala",Hsr,375.0,Average
The Elachi,Quick Bites,3.1,18,500.0,No,No,North Indian,Electronic City,Electronic City,250.0,Average
The Elaichi Restaurant,Casual Dining,3.6,399,700.0,Yes,No,"North Indian, Asian, Continental, Bengali, Momos",Electronic City,Electronic City,350.0,Average
The Enav Bowl,Quick Bites,3.8,20,400.0,No,No,"Healthy Food, Beverages, Mexican, Burger, Italian","Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block,200.0,Average
The Farm House Bar N Grill,"Casual Dining, Bar",3.7,34,800.0,No,No,"North Indian, Continental",Brookefield,Whitefield,400.0,Average
The Fast Food,Quick Bites,3.9,66,150.0,Yes,No,"South Indian, Fast Food",Rajajinagar,Malleshwaram,75.0,Average
The Fat Chef,Casual Dining,4.1,1739,1400.0,Yes,Yes,"Japanese, Italian, American, Asian, North Indian, Steak",Brookefield,Whitefield,700.0,Excellent
The Fatty Bao - Asian Gastro Bar,"Casual Dining, Bar",4.6,3760,1200.0,Yes,No,"Asian, Thai, Vietnamese, Malaysian, Beverages",Indiranagar,Indiranagar,600.0,Excellent
The Feast Fries,Quick Bites,2.8,40,200.0,Yes,No,Fast Food,Kalyan Nagar,Kalyan Nagar,100.0,Low
The Fiery Indian Kitchen,Casual Dining,3.4,7,700.0,Yes,No,North Indian,Lavelle Road,Majestic,350.0,Average
The Filter Coffee,Mess,4.0,55,400.0,No,No,"South Indian, Coffee",Kalyan Nagar,Banaswadi,200.0,Average
The Fisherman'S Wharf,"Casual Dining, Bar",4.3,4108,1400.0,Yes,Yes,"Seafood, Goan, North Indian, Continental, Asian",Hsr,Sarjapur Road,700.0,Excellent
The Fixx,"Casual Dining, Bar",4.3,216,1200.0,No,Yes,"Continental, South Indian, Italian, North Indian, Chinese",Koramangala 4Th Block,Koramangala 4Th Block,600.0,Excellent
The Flavours,Casual Dining,3.2,7,500.0,No,No,"Kerala, Chinese, Arabian, Biryani",Kalyan Nagar,Kalyan Nagar,250.0,Average
The Flying Cup,Quick Bites,4.2,233,150.0,Yes,No,"Beverages, Fast Food, Tea",Bellandur,Sarjapur Road,75.0,Excellent
The Flying Squirrel,Cafe,4.0,24,450.0,No,No,"Cafe, Bakery, Beverages, Burger, Continental",Brigade Road,Brigade Road,225.0,Average
The Flying Trapeze,Lounge,2.8,40,1500.0,No,Yes,"Continental, North Indian, Chinese, Modern Indian, Asian",Koramangala 7Th Block,Koramangala 5Th Block,750.0,Low
The Food Corner,Quick Bites,2.8,40,400.0,Yes,No,"North Indian, Chinese",Frazer Town,Rt Nagar,200.0,Low
The Food Cottage,Quick Bites,3.7,48,350.0,Yes,No,"Hyderabadi, North Indian",Bannerghatta Road,Btm,175.0,Average
The Food Dude,Delivery,3.9,179,300.0,Yes,No,"Fast Food, Burger, Sandwich, Pizza",Koramangala 5Th Block,Koramangala 6Th Block,150.0,Average
The Food Factory,Quick Bites,2.7,42,450.0,No,No,"North Indian, Chinese",Hsr,Hsr,225.0,Low
The Food Therapy,"Casual Dining, Bar",2.8,40,1000.0,No,No,"North Indian, South Indian, Continental, Chinese",Hsr,Koramangala 1St Block,500.0,Low
The Foodware Veg,Quick Bites,3.8,19,400.0,No,No,South Indian,Electronic City,Electronic City,200.0,Average
The Foodyz,Quick Bites,3.6,43,500.0,Yes,No,"North Indian, Chinese",Jayanagar,Jp Nagar,250.0,Average
The Fortuna,Quick Bites,3.0,67,250.0,Yes,No,"North Indian, Chinese",Banashankari,Kumaraswamy Layout,125.0,Low
The French Corner,"Bakery, Dessert Parlor",3.4,10,400.0,No,No,"Bakery, Desserts, Fast Food",Kalyan Nagar,Kalyan Nagar,200.0,Average
The French Loaf,Bakery,3.8,34,400.0,No,No,"Bakery, Desserts, Sandwich",Brigade Road,Koramangala 5Th Block,200.0,Average
The Fresh Factor,Quick Bites,3.1,14,200.0,No,No,"Juices, Sandwich",Koramangala 4Th Block,Koramangala 6Th Block,100.0,Average
The Fresh Wok,"Takeaway, Delivery",3.3,10,600.0,No,No,Asian,"Byresandra,Tavarekere,Madiwala",Btm,300.0,Average
The Frozen House,Dessert Parlor,2.8,40,300.0,Yes,No,"Desserts, Fast Food",Malleshwaram,Malleshwaram,150.0,Low
The Ganache Factory,Delivery,4.2,127,400.0,No,No,"Desserts, Bakery",Jp Nagar,Jayanagar,200.0,Excellent
The Globe Grub,Casual Dining,4.4,201,1300.0,No,Yes,"Continental, North Indian, Asian, Italian","Byresandra,Tavarekere,Madiwala",Btm,650.0,Excellent
The Gluten Free Baking Co.,Bakery,3.8,41,400.0,No,No,Bakery,Frazer Town,Banaswadi,200.0,Average
The Golden Metro,Casual Dining,3.6,70,800.0,Yes,No,"North Indian, Mughlai, Chinese, Continental",Lavelle Road,Seshadripuram,400.0,Average
The Golden Spoon Restaurant Meat & Wine,Casual Dining,3.5,14,1000.0,No,No,"Chinese, North Indian","Byresandra,Tavarekere,Madiwala",Koramangala 7Th Block,500.0,Average
The Good Bowl,"Takeaway, Delivery",2.8,40,500.0,Yes,No,"Italian, North Indian, Biryani",Rajajinagar,Jayanagar,250.0,Low
The Good Grain,Casual Dining,4.1,54,400.0,Yes,No,"Healthy Food, North Indian, South Indian",Brigade Road,Residency Road,200.0,Excellent
The Grains,Quick Bites,2.8,40,300.0,Yes,No,"South Indian, North Indian, Chinese",Brookefield,Marathahalli,150.0,Low
The Grand Kitchen Restaurant,Quick Bites,2.8,40,400.0,No,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Btm,200.0,Low
The Grand Taj,Quick Bites,3.2,35,350.0,Yes,No,"North Indian, Chinese",Brigade Road,Shivajinagar,175.0,Average
The Green House Family Restaurant,"Casual Dining, Bar",3.2,13,700.0,No,No,"North Indian, Chinese, Seafood, Biryani",Lavelle Road,Majestic,350.0,Average
The Green Path - Forgotten Food,Casual Dining,4.3,1143,1100.0,No,Yes,"North Indian, South Indian",Malleshwaram,Malleshwaram,550.0,Excellent
The Grill House,Casual Dining,4.0,178,1000.0,Yes,Yes,"American, Mexican, Italian, Steak",Kalyan Nagar,Kalyan Nagar,500.0,Average
The Grilled & Fried,Quick Bites,2.8,53,300.0,Yes,No,Fast Food,Marathahalli,Marathahalli,150.0,Low
The Grillo,Casual Dining,2.8,80,500.0,Yes,Yes,"South Indian, Arabian, Chinese, North Indian, Seafood, Mangalorean",Banashankari,Jayanagar,250.0,Low
The Grub Central,Cafe,4.0,797,700.0,Yes,Yes,"Cafe, Italian, Continental",Bellandur,Hsr,350.0,Average
The Gujarat Express,"Quick Bites, Sweet Shop",3.1,16,250.0,Yes,No,"Street Food, Mithai, North Indian",Bannerghatta Road,Bannerghatta Road,125.0,Average
The Happy Vegetarian,Casual Dining,2.8,40,600.0,No,No,"North Indian, Chinese, South Indian",Malleshwaram,Basaveshwara Nagar,300.0,Low
The Hidden Cafe,Quick Bites,3.9,95,350.0,Yes,No,"North Indian, Fast Food","Byresandra,Tavarekere,Madiwala",Koramangala 1St Block,175.0,Average
The Hidden Home,Casual Dining,4.2,1060,1300.0,Yes,Yes,"Asian, Chinese, Continental, North Indian, South Indian",Sarjapur Road,Sarjapur Road,650.0,Excellent
The Higher Taste,Casual Dining,4.3,854,800.0,No,Yes,"Pizza, Biryani, North Indian, South Indian",Malleshwaram,Rajajinagar,400.0,Excellent
The Higher Taste Stores,"Quick Bites, Bakery",3.8,120,300.0,Yes,No,"Fast Food, Bakery",Malleshwaram,Malleshwaram,150.0,Average
The Himalayan,Casual Dining,4.4,320,1200.0,No,Yes,Korean,"Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block,600.0,Excellent
The Hole In The Wall Cafe,Cafe,4.6,7113,600.0,No,No,"Cafe, American, Burger",Koramangala 4Th Block,Koramangala 4Th Block,300.0,Excellent
The Hot Cafe,Quick Bites,3.2,24,300.0,No,No,Fast Food,Jp Nagar,Kumaraswamy Layout,150.0,Average
The House Of Paratha,Quick Bites,3.7,58,200.0,Yes,No,North Indian,"Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block,100.0,Average
The Hub - Ibis Bengaluru,Bar,3.9,237,400.0,No,No,Finger Food,Bellandur,Marathahalli,200.0,Average
The Hub - Ibis Hotel,Bar,3.5,29,2200.0,No,No,"Finger Food, Fast Food, Continental",Brigade Road,Richmond Road,1100.0,Average
The Hub & The Bar - Hotel Ramada Encore,"Casual Dining, Bar",3.9,120,1700.0,No,No,"North Indian, Continental, Chinese, European",Old Airport Road,Domlur,850.0,Average
The Humble Pie,"Bakery, Dessert Parlor",3.9,34,200.0,Yes,No,"Desserts, Bakery",Hsr,Hsr,100.0,Average
The Humming Tree,Lounge,4.0,2418,1400.0,Yes,No,"Fast Food, European",Brigade Road,Indiranagar,700.0,Average
